manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,duration_listed
Subaru,Forester,mechanical,other,321000,2002-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,4300.0,False,Минская обл.,13,2,2
Subaru,Justy,mechanical,red,49999,2001-01-01,gasoline,False,gasoline,1.3,hatchback,False,owned,all,1666.0,False,Гомельская обл.,8,94,230
Subaru,Outback,automatic,brown,154685,2011-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,8600.0,True,Минская обл.,24,34,63
Subaru,Outback,automatic,black,163219,2004-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,7300.0,True,Минская обл.,17,22,35
Subaru,Outback,automatic,other,318650,2005-01-01,gasoline,False,gasoline,3.0,universal,False,owned,all,7587.97,True,Минская обл.,7,166,468
Subaru,Impreza,mechanical,blue,191000,2005-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,10950.0,False,Минская обл.,12,7,21
Subaru,Forester,automatic,silver,179000,2014-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,12700.0,False,Минская обл.,14,14,16
Subaru,Forester,automatic,black,159000,2013-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,16500.0,False,Минская обл.,6,34,59
Subaru,Outback,automatic,white,257495,2008-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,8700.0,False,Гомельская обл.,10,11,13
Subaru,Tribeca,automatic,silver,241402,2005-01-01,gasoline,False,gasoline,3.0,suv,False,owned,all,7500.0,False,Минская обл.,18,18,188
Subaru,Tribeca,automatic,black,188000,2006-01-01,gasoline,False,gasoline,3.0,suv,False,owned,all,8650.0,False,Минская обл.,30,25,37
Subaru,Forester,automatic,blue,240000,2001-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3500.0,True,Минская обл.,5,42,86
Subaru,Legacy,automatic,green,249448,2002-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3800.0,True,Могилевская обл.,12,44,67
Subaru,Tribeca,automatic,other,250000,2007-01-01,gasoline,False,gasoline,3.0,suv,False,owned,all,7200.0,True,Гомельская обл.,7,62,204
Subaru,Outback,automatic,green,417000,1997-01-01,gasoline,False,gasoline,2.0,universal,False,owned,front,1850.0,True,Минская обл.,18,23,71
Subaru,Outback,automatic,violet,377000,1999-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3800.0,False,Брестская обл.,12,10,21
Subaru,Impreza,mechanical,black,300000,1999-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3000.0,False,Минская обл.,6,103,581
Subaru,Legacy,mechanical,black,270000,2004-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,6200.0,False,Витебская обл.,10,21,48
Subaru,Forester,mechanical,green,444444,1999-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3700.0,False,Минская обл.,6,20,60
Subaru,Legacy,automatic,black,299000,1994-01-01,gas,True,gasoline,2.2,universal,False,owned,all,650.0,False,Гомельская обл.,9,47,85
Subaru,Impreza,mechanical,violet,340000,1993-01-01,gasoline,False,gasoline,1.6,universal,False,owned,all,2000.0,True,Могилевская обл.,4,5,91
Subaru,Legacy,mechanical,black,123456,1991-01-01,gasoline,False,gasoline,2.2,sedan,False,owned,all,800.0,False,Брестская обл.,6,16,20
Subaru,Impreza,mechanical,silver,118000,2011-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,14950.0,True,Минская обл.,26,132,174
Subaru,Impreza,automatic,black,246113,2008-01-01,gasoline,False,gasoline,1.5,hatchback,False,owned,all,5350.0,False,Минская обл.,13,11,62
Subaru,Outback,automatic,green,128748,2016-01-01,gasoline,False,gasoline,3.6,universal,False,owned,all,17059.12,False,Гродненская обл.,24,11,15
Subaru,Legacy,mechanical,red,100000,1994-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,1700.0,True,Минская обл.,6,42,91
Subaru,Outback,automatic,blue,342790,1999-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3500.0,True,Минская обл.,14,40,70
Subaru,Forester,mechanical,silver,390000,1997-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,3000.0,True,Минская обл.,8,28,46
Subaru,Forester,automatic,black,215000,2008-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,8100.0,False,Минская обл.,10,1,1
Subaru,Outback,mechanical,grey,288500,2006-01-01,gas,True,gasoline,2.5,universal,False,owned,all,8500.0,False,Минская обл.,25,2,2
Subaru,Tribeca,automatic,grey,225000,2005-01-01,gas,True,gasoline,3.0,suv,False,owned,all,7500.0,False,Могилевская обл.,7,330,419
Subaru,Outback,automatic,green,310000,2001-01-01,gasoline,False,gasoline,2.5,liftback,False,owned,all,3300.0,True,Минская обл.,4,1,1
Subaru,Forester,automatic,white,121000,2014-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,14950.0,True,Минская обл.,16,77,109
Subaru,Forester,automatic,blue,242000,2003-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,4490.0,True,Минская обл.,16,3,10
Subaru,Outback,mechanical,green,286,1998-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2650.0,True,Минская обл.,11,2,2
Subaru,Legacy,automatic,grey,209000,2007-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,6950.0,False,Минская обл.,10,5,6
Subaru,Legacy,mechanical,silver,195000,2006-01-01,gasoline,False,gasoline,3.0,sedan,False,owned,all,8200.0,False,Минская обл.,12,12,15
Subaru,Outback,automatic,black,126705,2014-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,16500.0,True,Минская обл.,22,1,1
Subaru,Outback,automatic,other,164153,2008-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,8500.0,False,Минская обл.,8,1,1
Subaru,Impreza,mechanical,blue,143000,2009-01-01,gasoline,False,gasoline,1.5,hatchback,False,owned,front,6450.0,False,Минская обл.,12,8,11
Subaru,Outback,mechanical,white,463491,2002-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3150.0,False,Гомельская обл.,13,15,56
Subaru,Legacy,mechanical,green,321869,1998-01-01,gasoline,False,gasoline,2.2,universal,False,owned,all,1900.0,False,Могилевская обл.,11,27,54
Subaru,Legacy,mechanical,other,250000,2005-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,4899.0,False,Минская обл.,9,22,62
Subaru,Forester,mechanical,black,260000,1999-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2500.0,False,Минская обл.,4,3,4
Subaru,Forester,mechanical,green,300000,1999-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,1700.0,False,Минская обл.,6,11,21
Subaru,Forester,automatic,red,358047,1999-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,1800.0,True,Гомельская обл.,14,80,261
Subaru,Forester,mechanical,blue,296000,2003-01-01,gas,True,gasoline,2.0,universal,False,owned,all,6150.0,False,Минская обл.,7,6,10
Subaru,XV,automatic,orange,183000,2012-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,12900.0,False,Минская обл.,5,21,91
Subaru,Legacy,automatic,red,116000,2010-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,7250.0,False,Минская обл.,10,35,48
Subaru,Legacy,mechanical,blue,450000,1995-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,900.0,True,Минская обл.,28,8,9
Subaru,Outback,automatic,brown,180000,2008-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,9400.0,True,Минская обл.,8,45,90
Subaru,Forester,mechanical,black,343455,2001-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3300.0,True,Минская обл.,1,1,1
Subaru,Legacy,automatic,white,202777,2009-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,8200.0,True,Минская обл.,3,11,20
Subaru,Forester,automatic,black,230000,2001-01-01,gas,True,gasoline,2.5,suv,False,owned,all,4200.0,True,Минская обл.,6,27,184
Subaru,Justy,mechanical,red,80000,1992-01-01,gasoline,False,gasoline,1.2,hatchback,False,owned,all,2100.0,True,Брестская обл.,7,13,22
Subaru,Legacy,automatic,green,408263,1999-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,1499.0,False,Гродненская обл.,11,23,82
Subaru,Outback,automatic,black,193,2010-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,9800.0,False,Минская обл.,16,4,10
Subaru,Legacy,automatic,silver,300000,1998-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2500.0,False,Гомельская обл.,14,50,88
Subaru,Outback,mechanical,green,285000,2001-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3650.0,True,Минская обл.,12,3,11
Subaru,Impreza,mechanical,red,363500,1994-01-01,gasoline,False,gasoline,2.0,universal,False,owned,front,1400.0,False,Минская обл.,8,107,370
Subaru,Legacy,mechanical,silver,127138,2005-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,5400.0,False,Минская обл.,11,32,65
Subaru,XV,automatic,grey,88000,2014-01-01,gasoline,False,gasoline,2.0,suv,True,owned,all,12950.0,True,Минская обл.,15,1,2
Subaru,Forester,automatic,black,128000,2012-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,15490.0,False,Минская обл.,13,17,46
Subaru,Outback,automatic,blue,177000,2010-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,13500.0,True,Минская обл.,11,35,103
Subaru,Forester,mechanical,silver,350000,2000-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,2000.0,True,Минская обл.,5,92,158
Subaru,Forester,mechanical,grey,173000,2005-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,7500.0,False,Минская обл.,10,23,61
Subaru,Forester,automatic,blue,280000,2004-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,5800.0,False,Минская обл.,12,5,58
Subaru,Forester,mechanical,green,270000,1998-01-01,gasoline,False,gasoline,2.5,suv,False,owned,front,2750.0,False,Брестская обл.,11,3,31
Subaru,Outback,automatic,other,310000,1996-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3299.0,True,Минская обл.,20,11,120
Subaru,Legacy,mechanical,green,450000,1996-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,1400.0,True,Гродненская обл.,15,1,3
Subaru,Tribeca,automatic,blue,179000,2008-01-01,gasoline,False,gasoline,3.6,suv,False,owned,all,9900.0,False,Минская обл.,12,8,58
Subaru,Forester,automatic,silver,175000,2013-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,15900.0,False,Минская обл.,16,8,97
Subaru,Impreza,mechanical,blue,130000,2008-01-01,gasoline,False,gasoline,2.5,hatchback,False,owned,all,13500.0,False,Минская обл.,9,14,179
Subaru,Forester,automatic,silver,305000,1999-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,3750.0,True,Минская обл.,12,2,11
Subaru,Legacy,automatic,silver,294000,1999-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3400.0,True,Минская обл.,19,2,11
Subaru,Outback,mechanical,violet,353000,2000-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,4250.0,True,Минская обл.,19,3,11
Subaru,Forester,mechanical,black,400000,2003-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,5500.0,False,Минская обл.,7,3,6
Subaru,Impreza,mechanical,green,329786,2001-01-01,gasoline,False,gasoline,1.6,universal,False,owned,all,4100.0,False,Витебская обл.,4,27,60
Subaru,Impreza,mechanical,red,230000,2003-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,7000.0,True,Минская обл.,6,5,35
Subaru,Forester,mechanical,blue,160000,2010-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,12600.0,True,Минская обл.,8,12,30
Subaru,Tribeca,automatic,yellow,279000,2008-01-01,gasoline,False,gasoline,3.6,suv,False,emergency,all,5400.0,False,Минская обл.,7,34,72
Subaru,Impreza,automatic,silver,80000,2016-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,14500.0,False,Витебская обл.,3,1,4
Subaru,Legacy,automatic,blue,394289,2002-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3900.0,True,Минская обл.,6,91,206
Subaru,Outback,automatic,blue,256000,2012-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,14227.45,False,Гродненская обл.,7,2,9
Subaru,Outback,automatic,silver,160000,2011-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,17000.0,True,Минская обл.,5,9,71
Subaru,Forester,mechanical,black,218000,1997-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,3750.0,True,Минская обл.,22,10,89
Subaru,Forester,automatic,silver,273588,2006-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,6000.0,True,Гомельская обл.,7,12,76
Subaru,Forester,mechanical,black,103975,2011-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,15500.0,False,Минская обл.,12,7,10
Subaru,Legacy,mechanical,blue,330000,1995-01-01,gasoline,False,gasoline,2.2,sedan,False,owned,all,1900.0,False,Брестская обл.,13,11,91
Subaru,Impreza,automatic,black,205328,2008-01-01,gasoline,False,gasoline,2.5,hatchback,False,owned,all,6499.0,True,Минская обл.,14,17,35
Subaru,Outback,automatic,blue,353624,2001-01-01,gasoline,False,gasoline,3.0,universal,False,owned,all,5250.0,True,Минская обл.,9,19,37
Subaru,Justy,mechanical,silver,170000,2008-01-01,gasoline,False,gasoline,1.0,minivan,False,owned,front,5199.0,True,Минская обл.,5,5,207
Subaru,Outback,automatic,other,370000,2004-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,6000.0,False,Минская обл.,10,1,4
Subaru,Forester,automatic,black,233000,2000-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,6800.0,False,Минская обл.,3,23,520
Subaru,Impreza,mechanical,green,354056,1998-01-01,gasoline,False,gasoline,2.2,universal,False,owned,all,1900.0,False,Гомельская обл.,9,7,24
Subaru,Forester,automatic,black,160000,2010-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,8650.0,False,Гродненская обл.,4,4,16
Subaru,Legacy,mechanical,silver,295000,1996-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,1565.02,False,Минская обл.,6,10,62
Subaru,Outback,automatic,grey,100000,2012-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,16300.0,False,Минская обл.,25,5,17
Subaru,Impreza,mechanical,green,180000,1998-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,front,6900.0,True,Минская обл.,9,15,75
Subaru,Outback,automatic,green,60000,2001-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2900.0,True,Минская обл.,9,8,27
Subaru,Legacy,mechanical,silver,185075,2003-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,7000.0,False,Минская обл.,10,17,57
Subaru,Outback,automatic,blue,405555,2001-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,4990.0,False,Гомельская обл.,7,28,254
Subaru,Impreza,mechanical,other,185000,2008-01-01,gasoline,False,gasoline,1.5,sedan,False,owned,all,6300.0,False,Минская обл.,3,4,121
Subaru,Legacy,automatic,red,152888,2009-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,11000.0,False,Минская обл.,3,8,88
Subaru,Impreza,mechanical,silver,193000,2009-01-01,gasoline,False,gasoline,1.5,hatchback,False,owned,front,7000.0,True,Гродненская обл.,3,10,21
Subaru,Forester,mechanical,green,197,1999-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3000.0,True,Витебская обл.,7,1,6
Subaru,Forester,automatic,blue,162544,2010-01-01,gas,True,gasoline,2.5,suv,False,owned,all,9700.0,False,Минская обл.,1,2,10
Subaru,Forester,mechanical,blue,46671,2017-01-01,gasoline,False,gasoline,2.5,suv,False,emergency,all,8790.0,False,Минская обл.,9,4,10
Subaru,Outback,automatic,red,56800,2015-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,23400.0,False,Гомельская обл.,8,22,163
Subaru,Legacy,automatic,black,260000,2007-01-01,gasoline,False,gasoline,3.0,sedan,False,owned,all,6800.0,False,Минская обл.,12,7,91
Subaru,Justy,mechanical,black,150000,2010-01-01,gasoline,False,gasoline,1.0,hatchback,False,owned,front,6450.0,True,Могилевская обл.,11,56,249
Subaru,Legacy,automatic,green,334567,1992-01-01,gasoline,False,gasoline,2.2,universal,False,owned,all,1600.0,True,Брестская обл.,8,1,6
Subaru,Leone,mechanical,blue,350000,1987-01-01,gasoline,False,gasoline,1.8,universal,False,owned,all,1500.0,False,Минская обл.,2,7,58
Subaru,Legacy,mechanical,silver,388000,1996-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,2300.0,False,Минская обл.,1,7,58
Subaru,Justy,mechanical,silver,96370,2009-01-01,gasoline,False,gasoline,1.0,hatchback,False,owned,front,5500.0,False,Минская обл.,6,15,166
Subaru,Legacy,automatic,grey,300000,2007-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,5999.0,False,Минская обл.,9,14,38
Subaru,Impreza,automatic,white,280000,2007-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,9000.0,False,Минская обл.,6,41,76
Subaru,WRX,automatic,white,69500,2014-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,24900.0,False,Минская обл.,11,54,98
Subaru,Outback,automatic,white,237000,2004-01-01,gasoline,False,gasoline,3.0,universal,False,owned,all,6150.0,False,Витебская обл.,20,40,90
Subaru,Forester,automatic,silver,289740,2001-01-01,gas,True,gasoline,2.5,universal,False,owned,all,4200.0,True,Минская обл.,3,13,57
Subaru,Legacy,automatic,silver,164000,2001-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,3700.0,False,Минская обл.,12,1,8
Subaru,Impreza,automatic,red,280000,1997-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,front,1500.0,False,Минская обл.,4,1,8
Subaru,XV,automatic,grey,95000,2012-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,12999.0,True,Минская обл.,18,20,37
Subaru,Impreza,automatic,grey,95000,2012-01-01,gasoline,False,gasoline,2.0,hatchback,False,owned,all,12999.0,True,Минская обл.,18,25,45
Subaru,Forester,mechanical,grey,193000,2008-01-01,diesel,False,diesel,2.0,suv,False,owned,all,9481.65,True,Минская обл.,11,3,16
Subaru,Legacy,mechanical,black,225000,2006-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,6800.0,False,Витебская обл.,13,8,52
Subaru,Outback,automatic,silver,306000,2007-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,7700.0,False,Минская обл.,7,22,73
Subaru,Outback,automatic,black,362102,1997-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2800.0,True,Могилевская обл.,3,3,36
Subaru,Forester,automatic,white,80467,2015-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,22850.0,False,Минская обл.,25,2,13
Subaru,Forester,automatic,white,300000,1998-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,4990.0,True,Минская обл.,19,10,59
Subaru,Legacy,automatic,silver,270370,2006-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,7000.0,False,Минская обл.,8,33,72
Subaru,XV,automatic,red,100000,2012-01-01,gasoline,False,gasoline,1.6,suv,False,owned,all,14000.0,False,Витебская обл.,30,15,50
Subaru,Impreza,mechanical,white,236000,1999-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3599.0,False,Минская обл.,11,4,22
Subaru,Legacy,automatic,blue,350000,2004-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,4500.0,False,Минская обл.,10,7,67
Subaru,Outback,automatic,other,370149,1996-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,3290.0,True,Минская обл.,19,11,91
Subaru,Forester,automatic,green,330000,1998-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,4200.0,False,Минская обл.,17,3,18
Subaru,Tribeca,automatic,grey,252000,2007-01-01,gasoline,False,gasoline,3.0,suv,False,owned,all,8200.0,False,Могилевская обл.,15,1,10
Subaru,Legacy,mechanical,other,343444,1996-01-01,gasoline,False,gasoline,2.0,universal,False,owned,front,1800.0,True,Минская обл.,2,10,53
Subaru,Legacy,mechanical,green,212000,1994-01-01,gasoline,False,gasoline,2.2,universal,False,owned,all,2000.0,False,Минская обл.,13,8,90
Subaru,Outback,automatic,other,50000,2009-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,14300.0,True,Минская обл.,9,5,78
Subaru,Impreza,mechanical,silver,295000,1998-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,1400.0,True,Минская обл.,18,3,80
Subaru,Forester,automatic,other,116000,2015-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,18900.0,False,Минская обл.,18,4,31
Subaru,Impreza,mechanical,black,182000,2007-01-01,gasoline,False,gasoline,1.5,sedan,False,owned,all,5500.0,False,Гомельская обл.,8,8,262
Subaru,Forester,mechanical,red,226800,2001-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,3799.0,True,Минская обл.,18,20,38
Subaru,Impreza,automatic,white,339572,1997-01-01,gasoline,False,gasoline,2.2,universal,False,owned,all,1600.0,False,Минская обл.,9,19,132
Subaru,Tribeca,automatic,other,104000,2012-01-01,gasoline,False,gasoline,3.6,suv,False,owned,all,13500.0,True,Минская обл.,6,1,11
Subaru,Outback,automatic,black,187000,2011-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,12300.0,False,Минская обл.,3,8,40
Subaru,Forester,automatic,grey,92300,2012-01-01,gas,True,gasoline,2.5,suv,False,owned,all,14499.0,True,Минская обл.,16,41,70
Subaru,Forester,automatic,black,135000,2014-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,19500.0,False,Минская обл.,7,16,227
Subaru,XV,mechanical,blue,76000,2015-01-01,diesel,False,diesel,2.0,hatchback,False,owned,front,14000.0,True,Минская обл.,11,3,16
Subaru,XV,mechanical,grey,72000,2014-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,14938.82,True,Минская обл.,9,1,12
Subaru,Tribeca,automatic,blue,35000,2006-01-01,gasoline,False,gasoline,3.0,suv,False,owned,all,6600.0,False,Минская обл.,10,5,17
Subaru,Outback,automatic,blue,170000,2010-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,11550.0,True,Минская обл.,18,3,14
Subaru,Forester,mechanical,black,364000,2008-01-01,gasoline,False,gasoline,2.0,universal,False,owned,all,9050.0,True,Минская обл.,16,77,129
Subaru,XV,automatic,grey,25480,2014-01-01,gasoline,False,gasoline,1.6,hatchback,False,owned,all,19499.0,True,Минская обл.,15,77,129
Subaru,Legacy,mechanical,black,144841,2009-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,10500.0,True,Минская обл.,7,13,77
Subaru,Legacy,automatic,silver,280000,2004-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2800.0,False,Минская обл.,16,2,31
Subaru,Outback,automatic,grey,187000,2010-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,11650.0,True,Минская обл.,21,18,62
Subaru,Forester,automatic,other,45250,2016-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,28950.0,False,Минская обл.,27,1,13
Subaru,Forester,automatic,other,80467,2016-01-01,gasoline,False,gasoline,2.5,suv,False,owned,all,27950.0,False,Минская обл.,28,1,13
Subaru,Tribeca,automatic,grey,145000,2007-01-01,gasoline,False,gasoline,3.6,suv,False,owned,all,10750.0,False,Минская обл.,12,6,70
Subaru,Legacy,automatic,violet,333134,1998-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,1800.0,True,Минская обл.,5,4,33
Subaru,Outback,automatic,white,175000,2011-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,12200.0,False,Минская обл.,22,11,118
Subaru,Forester,mechanical,black,170000,1999-01-01,gasoline,False,gasoline,2.0,suv,False,owned,all,7000.0,False,Минская обл.,26,39,88
Subaru,Impreza,automatic,blue,180000,2007-01-01,gasoline,False,gasoline,2.0,hatchback,False,owned,all,6650.0,False,Минская обл.,4,54,185
Subaru,Outback,mechanical,other,292901,2004-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,7100.0,False,Гомельская обл.,11,14,64
Subaru,Outback,automatic,silver,380000,2005-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,7000.0,False,Минская обл.,13,103,491
Subaru,Outback,automatic,other,328000,2000-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,4000.0,False,Гомельская обл.,11,8,94
Subaru,Legacy,mechanical,silver,235000,2007-01-01,gasoline,False,gasoline,2.0,sedan,False,owned,all,7100.0,False,Минская обл.,7,2,28
Subaru,Legacy,mechanical,green,26500,1994-01-01,gasoline,False,gasoline,1.8,universal,False,owned,all,1896.99,False,Гомельская обл.,3,30,259
Subaru,Legacy,mechanical,blue,273588,2000-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,2950.0,True,Гродненская обл.,6,1,20
Subaru,Forester,mechanical,silver,221100,2006-01-01,gasoline,False,gasoline,2.5,sedan,False,owned,all,5500.0,False,Витебская обл.,9,2,26
Subaru,Outback,automatic,black,198242,2005-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,6800.0,False,Минская обл.,16,25,107
Subaru,Outback,mechanical,blue,263105,2005-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,7000.0,True,Минская обл.,6,25,465
Subaru,Forester,automatic,silver,109000,2014-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,17000.0,False,Минская обл.,7,5,65
Subaru,Outback,mechanical,black,350000,2005-01-01,gasoline,False,gasoline,2.5,universal,False,owned,all,6200.0,True,Витебская обл.,7,1,23
Subaru,Legacy,automatic,green,200000,1998-01-01,gas,True,gasoline,1.8,universal,False,owned,all,1950.0,False,Брестская обл.,8,3,66
